provider,channel name,provider epg_channel_id,guide source,guide channel id,confidence
P1,VIP: TNT SPORTS 2 ᴿᴬᵂ ⁵⁰ FPS,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,VIP: TNT SPORTS 3 ᴿᴬᵂ ⁵⁰ FPS,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,VIP: TNT SPORTS 4 ᴿᴬᵂ ⁵⁰ FPS,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,VIP: TNT SPORT 1 ᴿᴬᵂ,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,VIP: TNT SPORT 2 ᴿᴬᵂ,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,VIP: TNT SPORT 3 ᴿᴬᵂ,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,VIP: TNT SPORT 4 ᴿᴬᵂ,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,VIP: TNT SPORT 1 ᴿᴬᵂ ʰᵉᵛᶜ,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,VIP: TNT SPORT 2 ᴿᴬᵂ ʰᵉᵛᶜ,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,VIP: TNT SPORT 3 ᴿᴬᵂ ʰᵉᵛᶜ,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,VIP: TNT SPORT 4 ᴿᴬᵂ ʰᵉᵛᶜ,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,VIP: TNT SPORT 1 ᴿᴬᵂ ᴿᴬᵂ,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,VIP: TNT SPORT 2 ᴿᴬᵂ ᴿᴬᵂ,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,VIP: TNT SPORT 3 ᴿᴬᵂ ᴿᴬᵂ,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,VIP: TNT SPORT 4 ᴿᴬᵂ ᴿᴬᵂ,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,VIP: SKY SPORTS NEWS ᴴᴰ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS BOX OFFICE ᴴᴰ,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS MAIN EVENT ᴴᴰ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE ᴴᴰ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL ᴴᴰ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS MIX ᴴᴰ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS ACTION ᴴᴰ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS CRICKET ᴴᴰ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS GOLF ᴴᴰ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS RACING ᴴᴰ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS F1 ᴴᴰ,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS TENNIS ᴴᴰ,SkySportsTennis.uk,epgshare,SkySp.Tennis.HD.uk,high
P1,VIP: SKY SPORTS + ᴴᴰ,,epgshare,SkySp+.uk,high
P1,VIP: EUROSPORT 1 ᴴᴰ,Eurosport1.uk,,,none
P1,VIP: EUROSPORT 2 ᴴᴰ,Eurosport2.uk,,,none
P1,VIP: PREMIER SPORT 1 ᴴᴰ,PremierSports1.uk,epgshare,Premier.Sports.1.HD.uk,high
P1,VIP: PREMIER SPORT 2 ᴴᴰ,PremierSports2.uk,epgshare,Premier.Sports.2.HD.uk,high
P1,VIP: LFC TV ᴴᴰ,,epgshare,LFCTV.HD.uk,high
P1,VIP: RACING TV ᴴᴰ,RacingUK.uk,epgshare,Racing.TV.HD.uk,high
P1,VIP: MUTV ᴴᴰ,,epgshare,MUTV.HD.uk,high
P1,VIP: SKY SPORTS NEWS ᴴᴰ ʰᵉᵛᶜ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS BOX OFFICE ᴴᴰ ʰᵉᵛᶜ,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS MAIN EVENT ᴴᴰ ʰᵉᵛᶜ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE ᴴᴰ ʰᵉᵛᶜ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL ᴴᴰ ʰᵉᵛᶜ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS MIX ᴴᴰ ʰᵉᵛᶜ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS ACTION ᴴᴰ ʰᵉᵛᶜ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS RACING ᴴᴰ ʰᵉᵛᶜ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS CRICKET ᴴᴰ ʰᵉᵛᶜ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS GOLF ᴴᴰ ʰᵉᵛᶜ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS F1 ᴴᴰ ʰᵉᵛᶜ,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS + ᴴᴰ ʰᵉᵛᶜ,,epgshare,SkySp+.uk,high
P1,VIP: SKY SPORTS NEWS SD,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS BOX OFFICE SD,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS MAIN EVENT SD,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE SD,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL SD,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS MIX SD,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS ACTION SD,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS GOLF SD,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS RACING SD,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS TENNIS SD,SkySportsTennis.uk,epgshare,SkySp.Tennis.HD.uk,high
P1,VIP: SKY SPORTS CRICKET SD,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS F1 SD,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS + SD,,epgshare,SkySp+.uk,high
P1,VIP: EUROSPORT 1 SD,Eurosport1.uk,,,none
P1,VIP: EUROSPORT 2 SD,Eurosport2.uk,,,none
P1,VIP: PREMIER SPORT 1 SD,PremierSports1.uk,epgshare,Premier.Sports.1.HD.uk,high
P1,VIP: PREMIER SPORT 2 SD,PremierSports2.uk,epgshare,Premier.Sports.2.HD.uk,high
P1,VIP: RACING TV SD,RacingUK.uk,epgshare,Racing.TV.HD.uk,high
P1,VIP: LFC TV SD,,epgshare,LFCTV.HD.uk,high
P1,VIP: LALIGA TV SD,,,,none
P1,VIP: SKY SPORTS BOX OFFICE SD ʰᵉᵛᶜ,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS NEWS SD ʰᵉᵛᶜ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS MAIN EVENT SD ʰᵉᵛᶜ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE SD ʰᵉᵛᶜ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE ⁽ᴮᴷ²⁾ SD ʰᵉᵛᶜ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS MIX SD ʰᵉᵛᶜ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL SD ʰᵉᵛᶜ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS ACTION SD ʰᵉᵛᶜ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS RACING SD ʰᵉᵛᶜ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS CRICKET SD ʰᵉᵛᶜ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS GOLF SD ʰᵉᵛᶜ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS F1 SD ʰᵉᵛᶜ,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS + SD ʰᵉᵛᶜ,,epgshare,SkySp+.uk,high
P1,VIP: SKY SPORTS MAIN EVENT ⁴ᵏ & ³⁸⁴⁰ᴾ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,medium
P1,VIP: SKY SPORTS F1 ⁴ᵏ & ³⁸⁴⁰ᴾ,SkySportsF1.uk,,,none
P1,VIP: SKY SPORTS 1 ⁴ᵏ & ³⁸⁴⁰ᴾ,,,,none
P1,VIP: SKY SPORTS 2 ⁴ᵏ & ³⁸⁴⁰ᴾ,,,,none
P1,VIP: SKY SPORTS NEWS ᴿᴬᵂ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS BOX OFFICE ᴿᴬᵂ,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS MAIN EVENT ᴿᴬᵂ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE ᴿᴬᵂ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL ᴿᴬᵂ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS MIX ᴿᴬᵂ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS ACTION ᴿᴬᵂ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS CRICKET ᴿᴬᵂ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS F1 ᴿᴬᵂ,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS GOLF ᴿᴬᵂ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS RACING ᴿᴬᵂ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS TENNIS ᴿᴬᵂ,SkySportsTennis.uk,epgshare,SkySp.Tennis.HD.uk,high
P1,VIP: SKY SPORTS + ᴿᴬᵂ,,epgshare,SkySp+.uk,high
P1,VIP: PREMIER SPORT 1 ᴿᴬᵂ,,epgshare,Premier.Sports.1.HD.uk,high
P1,VIP: PREMIER SPORT 2 ᴿᴬᵂ,PremierSports2.uk,epgshare,Premier.Sports.2.HD.uk,high
P1,VIP: LALIGA TV ᴿᴬᵂ,,,,none
P1,VIP: LFC TV ᴿᴬᵂ,,epgshare,LFCTV.HD.uk,high
P1,VIP: MUTV ᴿᴬᵂ,MUTV.uk,epgshare,MUTV.HD.uk,high
P1,VIP: SKY SPORTS NEWS ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS BOX OFFICE ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS MAIN EVENT ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS MIX ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS ACTION ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS CRICKET ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS RACING ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS GOLF ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS F1 ᴿᴬᵂ ʰᵉᵛᶜ,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS + ᴿᴬᵂ ʰᵉᵛᶜ,,epgshare,SkySp+.uk,high
P1,VIP: SKY SPORTS NEWS ᴿᴬᵂ ᴿᴬᵂ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,VIP: SKY SPORTS BOX OFFICE ᴿᴬᵂ ᴿᴬᵂ,SkySportsBoxOffice.uk,,,none
P1,VIP: SKY SPORTS MAIN EVENT ᴿᴬᵂ ᴿᴬᵂ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,VIP: SKY SPORTS PREMIER LEAGUE ᴿᴬᵂ ᴿᴬᵂ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,VIP: SKY SPORTS FOOTBALL ᴿᴬᵂ ᴿᴬᵂ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,VIP: SKY SPORTS MIX ᴿᴬᵂ ᴿᴬᵂ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,VIP: SKY SPORTS ACTION ᴿᴬᵂ ᴿᴬᵂ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,VIP: SKY SPORTS CRICKET ᴿᴬᵂ ᴿᴬᵂ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,VIP: SKY SPORTS RACING ᴿᴬᵂ ᴿᴬᵂ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,VIP: SKY SPORTS F1 ᴿᴬᵂ ᴿᴬᵂ,SkySportsF1.uk,epgshare,SkySp.F1.HD.uk,high
P1,VIP: SKY SPORTS GOLF ᴿᴬᵂ ᴿᴬᵂ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,VIP: SKY SPORTS + ᴿᴬᵂ ᴿᴬᵂ,,epgshare,SkySp+.uk,high
P1,UK: BEIN SP⚽RTS 1 ENGLISH ᴴᴰ ◉,beINSports1En.qa,,,none
P1,UK: BEIN SP⚽RTS 2 ENGLISH ᴴᴰ ◉,beINSports2En.qa,,,none
P1,UK: TNT SPORTS 1 ᴴᴰ ◉,tntsports1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,UK: TNT SPORTS 2 ᴴᴰ ◉,tntsports2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,UK: TNT SPORTS 3 ᴴᴰ ◉,tntsports3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,UK: TNT SPORTS 4 ᴴᴰ ◉,tntsports4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,UK: TNT SPORTS 6 ᴴᴰ,,epgshare,TNT.Sports.6.HD.uk,high
P1,UK: SKY SPORTS MAIN EVENTS ᴴᴰ ◉,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,UK: SKY SPORTS NEWS ᴴᴰ ◉,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,UK: SKY SPORTS FOOTBALL ᴴᴰ ◉,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,UK: SKY SPORTS ACTION ᴴᴰ ◉,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,UK: SKY SPORTS + ᴴᴰ ◉,SkySportsArena.uk,epgshare,SkySp+.uk,high
P1,UK: SKY SPORTS CRICKET ᴴᴰ ◉,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,UK: SKY SPORTS PL ᴴᴰ ◉,TS,epgshare,SkySp.PL.HD.uk,high
P1,UK: SKY SPORTS DARTS  ᴴᴰ ◉,SkySportsF1.uk,,,none
P1,UK: SKY SPORTS MIX ᴴᴰ ◉,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,UK: SKY SPORTS GOLF ᴴᴰ ◉,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,UK: SKY SPORTS TENNIS ᴴᴰ ◉,TS,epgshare,SkySp.Tennis.HD.uk,high
P1,UK: SKY SPORTS F1 ᴴᴰ ◉,skysportsf1.uk,epgshare,SkySp.F1.HD.uk,high
P1,UK: SKY SPORTS RACING ᴴᴰ ◉,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,UK: DAZN 1 ᴴᴰ ◉,DAZN1.uk,,,none
P1,UK: MANCHESTER UNITED ᴴᴰ ◉,TS,epgshare,MUTV.HD.uk,high
P1,UK: CHELSEA TV ᴴᴰ ◉,TS,,,none
P1,UK: LFC TV ᴴᴰ ◉,TS,epgshare,LFCTV.HD.uk,high
P1,UK: VIAPLAY SPORTS 1 ᴴᴰ ◉,ViaplaySports1.uk,,,none
P1,UK: VIAPLAY SPORT 2 ᴴᴰ ◉,ViaplaySports2.uk,,,none
P1,UK: VIAPLAY XTRA ᴴᴰ ◉,ViaplayXtra.uk,,,none
P1,UK: RACING ᴴᴰ ◉,RacingUK.uk,epgshare,Racing.TV.HD.uk,medium
P1,UK: WWE LIVE ᴴᴰ ◉,WWE.us,,,none
P1,UK: GOL TV ᴴᴰ,GolTVEnglish.us,,,none
P1,UK: UFC ᴴᴰ ◉,TS,,,none
P1,UK: BEIN SPORTS AU 1 ᴴᴰ ◉,TS,,,none
P1,Uk: BEIN SPORTS AU 2 ᴴᴰ ◉,TS,,,none
P1,UK: BEIN SPORTS AU 3 ᴴᴰ ◉,TS,,,none
P1,UK: PREMIER SPORTS RUGBY  ᴴᴰ,,,,none
P1,UK: BEIN SP⚽RTS 1 ENGLISH SD,beINSports1En.qa,,,none
P1,UK: BEIN SP⚽RTS 2 ENGLISH SD,beINSports2En.qa,,,none
P1,UK: TNT SPORTS 2 SD,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,UK: TNT SPORTS 1 SD,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,UK: TNT SPORTS 3 SD,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,UK: TNT SPORTS 4 SD,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,UK: SKY SPORTS NEWS SD,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,UK: SKY SPORTS MAIN EVENT SD,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,UK: SKY SPORTS ACTION SD,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,UK: SKY SPORTS + SD,SkySportsArena.uk,epgshare,SkySp+.uk,high
P1,UK: SKY SPORTS CRICKET SD,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,UK: SKY SPORTS FOOTBALL SD,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,UK: SKY SPORTS RACING SD,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,UK: SKY SPORTS DARTS SD,SkySportsF1.uk,,,none
P1,UK: SKY SPORTS GOLF SD,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,UK: SKY SPORTS MIX SD,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,UK: SKY SPORTS F1 SD,skysportsf1.uk,epgshare,SkySp.F1.HD.uk,high
P1,UK: SKY SPORTS TENNIS SD,,epgshare,SkySp.Tennis.HD.uk,high
P1,UK: RMTV SD,,,,none
P1,UK: PREMIER SPORTS RUGBY SD,,,,none
P1,UK: BEIN SP⚽RTS 1 ENGLISH ᴿᴬᵂ,beINSports1En.qa,,,none
P1,UK: BEIN SP⚽RTS 2 ENGLISH ᴿᴬᵂ,beINSports2En.qa,,,none
P1,UK: SKY SPORTS MAIN EVENTS ᵁᴴᴰ ³⁸⁴⁰ᴾ,,epgshare,SkySpMainEvHD.uk,medium
P1,UK: SKY SPORTS DARTS  ᵁᴴᴰ ³⁸⁴⁰ᴾ,,,,none
P1,UK: SKY SPORTS 1 ᵁᴴᴰ ³⁸⁴⁰ᴾ,,epgshare,Sky.Sports.Ultra.HD.1.uk,medium
P1,UK: SKY SPORTS 2 ᵁᴴᴰ ³⁸⁴⁰ᴾ,,epgshare,Sky.Sports.Ultra.HD.2.uk,medium
P1,UK: TNT SPORTS 1 ᴿᴬᵂ,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,UK: SKY SPORTS F1 ᴿᴬᵂ,skysportsf1.uk,epgshare,SkySp.F1.HD.uk,high
P1,UK: SKY SPORTS F1  50FPS ᴿᴬᵂ,skysportsf1.uk,epgshare,SkySp.F1.HD.uk,high
P1,UK: TNT SPORT ULTIMATE ᵁᴴᴰ ³⁸⁴⁰ᴾ,,epgshare,TNT.Sports.Ultimate.HD.uk,medium
P1,UK: TNT SPORTS 2 ᴿᴬᵂ,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,UK: TNT SPORTS 3 ᴿᴬᵂ,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,UK: TNT SPORTS 4 ᴿᴬᵂ,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,UK: SKY SPORTS NEWS ᴿᴬᵂ,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,UK: SKY SPORTS PREMIER LEAGUE ᴿᴬᵂ,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,UK: SKY SPORTS MAIN EVENT ᴿᴬᵂ,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,UK: SKY SPORTS FOOTBALL ᴿᴬᵂ,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,UK: SKY SPORTS + ᴿᴬᵂ,SkySportsArena.uk,epgshare,SkySp+.uk,high
P1,UK: SKY SPORTS ACTION ᴿᴬᵂ,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,UK: SKY SPORTS CRICKET ᴿᴬᵂ,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,UK: SKY SPORTS RACING ᴿᴬᵂ,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,UK: SKY SPORTS GOLF ᴿᴬᵂ,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,UK: SKY SPORTS PL ᴿᴬᵂ,,epgshare,SkySp.PL.HD.uk,high
P1,UK: SKY SPORTS DARTS ᴿᴬᵂ,SkySportsF1.uk,,,none
P1,UK: SKY SPORTS MIX ᴿᴬᵂ,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,UK: SKY SPORTS TENNIS ᴿᴬᵂ,,epgshare,SkySp.Tennis.HD.uk,high
P1,UK: BFBS SPORT 1 ᴿᴬᵂ,,,,none
P1,UK: BFBS SPORT 2 ᴿᴬᵂ,,,,none
P1,UK: BFBS SPORT 3 ᴿᴬᵂ,,,,none
P1,UK: BFBS SPORT 4 ᴿᴬᵂ,,,,none
P1,UK: BFBS SPORT 5 ᴿᴬᵂ,,,,none
P1,UK: BFBS SPORT 6 ᴿᴬᵂ,,,,none
P1,UK: VIAPLAY SPORT 1 ᴿᴬᵂ,ViaplaySports1.uk,,,none
P1,UK: VIAPLAY SPORTS 2 ᴿᴬᵂ,ViaplaySports2.uk,,,none
P1,UK: RACING ᴿᴬᵂ,RacingUK.uk,epgshare,Racing.TV.HD.uk,medium
P1,UK: LFC TV ᴿᴬᵂ,,epgshare,LFCTV.HD.uk,high
P1,UK: EDGE SPORT ᴿᴬᵂ,,,,none
P1,UK: MUTV ᴿᴬᵂ,MUTV.uk,epgshare,MUTV.HD.uk,high
P1,UK: TALK SPORT ᴿᴬᵂ,talksport.uk,freeview,TalkSport.uk,high
P1,UK: TNT SPORTS 1 HEVC HD,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,UK: TNT SPORTS 2 HEVC HD,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,UK: TNT SPORTS 3 HEVC HD,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,UK: TNT SPORTS 4 HEVC HD,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,UK: SKY SPORTS NEWS HEVC HD,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,UK: SKY SPORTS MAIN EVENTS HEVC HD,SkySportsNews.uk,epgshare,SkySpMainEvHD.uk,high
P1,UK: SKY SPORTS PREMIER LEAGUE HEVC HD,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,UK: SKY SPORTS FOOTBALL HEVC HD,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,UK: SKY SPORTS DARTS HEVC HD,SkySportsF1.uk,,,none
P1,UK: SKY SPORTS CRICKET HEVC HD,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,UK: SKY SPORTS + HEVC HD,SkySportsArena.uk,epgshare,SkySp+.uk,high
P1,UK: SKY SPORTS ACTION HEVC HD,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,UK: SKY SPORTS RACING HEVC HD,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,UK: SKY SPORTS MIX HEVC HD,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,UK: SKY SPORTS GOLF HEVC HD,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,UK: SKY SPORTS TENNIS HEVC HD,,epgshare,SkySp.Tennis.HD.uk,high
P1,UK: VIAPLAY 2 HEVC HD,ViaplaySports2.uk,,,none
P1,UK: SKY SPORTS F1 HEVC HD,skysportsf1.uk,epgshare,SkySp.F1.HD.uk,high
P1,UK: VIAPLAY 1 HEVC HD,ViaplaySports1.uk,,,none
