provider,channel name,provider epg_channel_id,guide source,guide channel id,confidence
P1,UK: PREMIER SPORTS 1 IRELAND HEVC HD,,epgshare,Premier.Sports.1.HD.uk,medium
P1,UK: PREMIER SPORTS 2 IRELAND HEVC HD,,epgshare,Premier.Sports.2.HD.uk,medium
P1,UK: TNT SPORTS 1 HEVC 4K,TNTSport1.uk,epgshare,TNT.Sports.1.HD.uk,high
P1,UK: TNT SPORTS 2 HEVC 4K,TNTSport2.uk,epgshare,TNT.Sports.2.HD.uk,high
P1,UK: TNT SPORTS 3 HEVC 4K,TNTSport3.uk,epgshare,TNT.Sports.3.HD.uk,high
P1,UK: TNT SPORTS 4 HEVC 4K,TNTSport4.uk,epgshare,TNT.Sports.4.HD.uk,high
P1,UK: SKY SPORTS NEWS HEVC 4K,SkySportsNews.uk,epgshare,SkySp.News.HD.uk,high
P1,UK: SKY SPORTS MAIN EVENTS HEVC 4K,SkySportsMainEvent.uk,epgshare,SkySpMainEvHD.uk,high
P1,UK: SKY SPORTS PREMIER LEAGUE HEVC 4K,SkySportsPremiereLeague.uk,epgshare,SkySp.PL.HD.uk,high
P1,UK: SKY SPORTS FOOTBALL HEVC 4K,SkySportsFootball.uk,epgshare,SkySp.Fball.HD.uk,high
P1,UK: SKY SPORTS + HEVC 4K,SkySportsArena.uk,epgshare,SkySp+.uk,high
P1,UK: SKY SPORTS ACTION HEVC 4K,SkySportsAction.uk,epgshare,SkySp.ActionHD.uk,high
P1,UK: SKY SPORTS DARTS HEVC 4K,SkySportsF1.uk,,,none
P1,UK: SKY SPORTS CRICKET HEVC 4K,SkySportsCricket.uk,epgshare,SkySpCricket.HD.uk,high
P1,UK: SKY SPORTS RACING HEVC 4K,SkySportsRacing.uk,epgshare,SkySp.Racing.HD.uk,high
P1,UK: SKY SPORTS MIX HEVC 4K,SkySportsMix.uk,epgshare,SkySp.Mix.HD.uk,high
P1,UK: SKY SPORTS GOLF HEVC 4K,SkySportsGolf.uk,epgshare,SkySp.Golf.uk,high
P1,UK: SKY SPORTS TENNIS HEVC 4K,,epgshare,SkySp.Tennis.HD.uk,high
P1,UK: SKY SPORTS F1 HEVC 4K,skysportsf1.uk,epgshare,SkySp.F1.HD.uk,high
P1,UK: VIAPLAY 1 HEVC 4K,ViaplaySports1.uk,,,none
P1,UK: VIAPLAY 2 HEVC 4K,ViaplaySports2.uk,,,none
P1,UK: PREMIER SPORTS 1 IRELAND HEVC 4K,PremierSports1.ie,epgshare,Premier.Sports.1.HD.uk,medium
P1,UK: PREMIER SPORTS 2 IRELAND HEVC 4K,PremierSports2.ie,epgshare,Premier.Sports.2.HD.uk,medium
P1,UK: COURT TV ◉,CourtTV.uk,,,none
P1,UK: IDEAL WORLD 4K ◉,IdealWorld.uk,freeview,IdealWorld.uk,high
P1,UK: IDEAL WORLD HD ◉,IdealWorld.uk,freeview,IdealWorld.uk,high
P1,UK: IDEAL WORLD ◉,IdealWorld.uk,freeview,IdealWorld.uk,high
P1,UK: TOGETHER ◉,TogetherTV.uk,freeview,TogetherTV.uk,high
P1,UK: HIGH STREET TV 1 ◉,HighStreet1.uk,freeview,HighStreetTV1.uk,high
P1,UK: HIGH STREET TV 2 ◉,HighStreet2.uk,freeview,HighStreetTV2.uk,high
P1,UK: HIGH STREET TV 3 ◉,HighStreet3.uk,epgshare,High.Street.TV.3.uk,high
P1,UK: HIGH STREET TV 4 ◉,HighStreet4.uk,epgshare,High.Street.TV.4.uk,high
P1,UK: HIGH STREET TV 5 ◉,HighStreet5.uk,,,none
P1,UK: W! - WATCH 4K ◉,TS,freeview,UAndW.uk,high
P1,UK: SKY REPLAY ◉,SkyReplay.uk,,,none
P1,UK: LOVE WORLD 4K ◉,LoveWorld.us,epgshare,LoveWorld.HD.uk,high
P1,UK: GREAT MOVIES ACTION ◉,GreatMovies.uk,freeview,GreatAction.uk,high
P1,UK: GREAT MOVIES ACTION +1 ◉,TS,freeview,GreatActionPlus1.uk,high
P1,UK: GREAT MOVIES ◉,GreatMovies.uk,freeview,GreatMovies.uk,high
P1,UK: GREAT MOVIES +1 ◉,TS,epgshare,GREAT!.movies+1.uk,high
P1,UK: GREAT CLASSIC ◉,TS,,,none
P1,UK: GREAT TV ◉,TS,freeview,GreatTV.uk,high
P1,UK: GREAT TV CHANNEL +1 ◉,TS,freeview,GreatTV.uk|+1h,medium
P1,UK: FANDUEL OHIO,TS,,,none
P1,UK: 5 ACTION HD ◉,5Action.uk,freeview,5Action.uk,high
P1,UK: SON LIFE,,epgshare,SonLife.uk,high
P1,UK: HOBBY MAKER ◉,TS,freeview,HobbyMaker.uk,high
P1,UK: CHANNEL 4 +1 ◉,TS,freeview,Channel4Plus1London.uk,medium
P1,UK: GOD CHANNEL ◉,TS,epgshare,GOD.Channel.uk,high
P1,UK: WATCH +1 ◉,TS,freeview,UAndWPlus1.uk,high
P1,UK: LEGEND ◉,Legend.uk,freeview,Legend.uk,high
P1,UK: STV NORTH ◉,TS,freeview,STVNorth.uk,high
P1,UK: ATN ◉,TS,epgshare,ATN.uk,high
P1,UK: RTE ONE +1 ◉,TS,freeview,RTEOnePlus1.ie,medium
P1,UK: CREATE AND CRAFT 4K ◉,CreateCraft.uk,,,none
P1,UK: CBS REALITY ◉,RealityXtra.uk,,,none
